17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,19,14,6,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,20,14,6,1,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,21,7,10,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,22,1,10,0,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,23,10,11,3,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,24,4,10,1,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,25,4,6,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,26,3,3,3,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,27,8,3,2,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,28,7,7,2,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,29,9,4,2,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,30,2,1,0,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,31,5,6,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,32,7,5,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,33,7,3,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,34,3,2,3,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,35,3,3,0,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,36,3,3,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,37,1,5,3,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,38,5,6,4,3
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,39,2,7,1,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,40,6,9,0,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,41,4,6,1,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,42,5,6,1,4
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,43,9,17,1,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,44,8,16,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,45,11,17,1,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,46,26,20,4,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,47,18,30,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,48,26,25,0,3
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,49,22,30,1,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,50,24,24,1,2
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,51,21,24,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,52,22,17,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,53,19,16,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,54,23,13,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,55,12,14,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,56,18,16,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,57,14,18,1,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,58,9,8,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,59,11,8,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,60,11,17,2,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,61,7,9,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,62,9,4,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,63,3,5,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,64,4,5,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,65,4,3,0,0
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,66,3,1,0,1
17,VILLAVERDE,1704,LOS ROSALES,4,17108,108,67,3,1,0,0
